Player,Nation,POS,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches,Team
Andrés Cubas,PAR,MF,28,13.4,802.0,35.0,211.0,554.0,45.0,1.0,802.0,8.0,1.0,12.5,7.0,87.5,467.0,1821.0,576.0,4.0,7.0,1.0,11.0,6.0,502.0,0.0,Matches,Vancouver Whitecaps
Tristan Blackmon,USA,DF,27,13.0,993.0,89.0,480.0,453.0,65.0,18.0,993.0,2.0,2.0,100.0,0.0,0.0,589.0,2247.0,1128.0,5.0,3.0,1.0,7.0,3.0,702.0,6.0,Matches,Vancouver Whitecaps
Pedro Vite,ECU,MF,22,12.6,821.0,21.0,178.0,495.0,158.0,7.0,821.0,13.0,5.0,38.5,5.0,38.5,520.0,2203.0,990.0,15.0,21.0,1.0,18.0,7.0,620.0,29.0,Matches,Vancouver Whitecaps
Alessandro Schöpf,AUT,MF,30,10.2,582.0,18.0,101.0,334.0,157.0,20.0,582.0,12.0,6.0,50.0,5.0,41.7,371.0,2118.0,1062.0,32.0,14.0,3.0,11.0,9.0,420.0,33.0,Matches,Vancouver Whitecaps
Mathías Laborda,URU,DF,24,10.4,733.0,65.0,422.0,281.0,36.0,12.0,733.0,4.0,0.0,0.0,4.0,100.0,396.0,1512.0,799.0,2.0,3.0,0.0,9.0,1.0,487.0,7.0,Matches,Vancouver Whitecaps
Ali Ahmed,CAN,MF,23,10.7,583.0,19.0,86.0,252.0,258.0,34.0,583.0,37.0,24.0,64.9,10.0,27.0,397.0,2681.0,1650.0,60.0,32.0,17.0,25.0,16.0,410.0,91.0,Matches,Vancouver Whitecaps
Ryan Raposo,CAN,DF,25,8.7,470.0,18.0,96.0,170.0,207.0,20.0,470.0,17.0,7.0,41.2,8.0,47.1,258.0,1284.0,591.0,18.0,13.0,4.0,11.0,3.0,301.0,75.0,Matches,Vancouver Whitecaps
Fafà Picault,HAI,FW,33,8.8,427.0,11.0,42.0,194.0,198.0,42.0,427.0,38.0,19.0,50.0,16.0,42.1,281.0,1670.0,516.0,20.0,11.0,12.0,27.0,7.0,325.0,70.0,Matches,Vancouver Whitecaps
Javain Brown,JAM,DF,25,8.0,559.0,35.0,206.0,235.0,122.0,9.0,559.0,6.0,3.0,50.0,1.0,16.7,310.0,1176.0,624.0,5.0,6.0,1.0,4.0,1.0,359.0,31.0,Matches,Vancouver Whitecaps
Bjørn Inge Utvik,NOR,DF,28,5.8,468.0,46.0,215.0,236.0,19.0,6.0,468.0,1.0,1.0,100.0,0.0,0.0,305.0,1191.0,668.0,1.0,1.0,0.0,1.0,0.0,334.0,0.0,Matches,Vancouver Whitecaps
Luís Martins,POR,DF,32,5.2,348.0,12.0,96.0,156.0,98.0,5.0,348.0,1.0,0.0,0.0,1.0,100.0,202.0,718.0,414.0,10.0,6.0,1.0,6.0,1.0,240.0,25.0,Matches,Vancouver Whitecaps
Damir Kreilach,CRO,FW,35,4.0,124.0,6.0,14.0,73.0,38.0,15.0,124.0,0.0,0.0,,0.0,,55.0,173.0,47.0,0.0,2.0,0.0,7.0,2.0,93.0,8.0,Matches,Vancouver Whitecaps
Sebastian Berhalter,USA,MF,23,6.0,382.0,21.0,79.0,191.0,114.0,12.0,382.0,3.0,1.0,33.3,2.0,66.7,204.0,887.0,489.0,12.0,16.0,0.0,9.0,6.0,247.0,15.0,Matches,Vancouver Whitecaps
Sam Adekugbe,CAN,MF,29,2.6,176.0,4.0,15.0,89.0,72.0,11.0,176.0,1.0,0.0,0.0,0.0,0.0,122.0,495.0,238.0,10.0,7.0,2.0,5.0,0.0,148.0,32.0,Matches,Vancouver Whitecaps
Levonte Johnson,CAN,FW,25,2.1,91.0,1.0,9.0,44.0,38.0,10.0,91.0,8.0,2.0,25.0,5.0,62.5,65.0,342.0,145.0,9.0,2.0,4.0,11.0,8.0,65.0,17.0,Matches,Vancouver Whitecaps
Giuseppe Bovalina,AUS,DF,19,0.8,40.0,2.0,8.0,14.0,18.0,5.0,40.0,2.0,1.0,50.0,1.0,50.0,19.0,82.0,21.0,0.0,0.0,0.0,1.0,0.0,25.0,7.0,Matches,Vancouver Whitecaps
Ralph Priso-Mbongue,CAN,MF,21,0.4,28.0,0.0,6.0,13.0,9.0,1.0,28.0,0.0,0.0,,0.0,,10.0,55.0,34.0,1.0,3.0,0.0,0.0,1.0,15.0,0.0,Matches,Vancouver Whitecaps
Jay Herdman,NZL,FW,19,0.1,10.0,0.0,1.0,6.0,3.0,0.0,10.0,0.0,0.0,,0.0,,9.0,39.0,19.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,Matches,Vancouver Whitecaps
Cyprian Kachwele,TAN,MF,19,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Matches,Vancouver Whitecaps
Brad Stuver,USA,GK,33,18.0,873.0,710.0,861.0,13.0,0.0,0.0,873.0,0.0,0.0,,0.0,,457.0,2455.0,1478.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,Matches,Austin FC
Jáder Obrian,COL,FW,29,13.4,466.0,10.0,55.0,173.0,241.0,49.0,466.0,31.0,9.0,29.0,19.0,61.3,289.0,1606.0,808.0,26.0,19.0,15.0,27.0,13.0,357.0,116.0,Matches,Austin FC
Alexander Ring,FIN,MF,33,15.9,821.0,57.0,224.0,402.0,203.0,33.0,820.0,15.0,4.0,26.7,11.0,73.3,373.0,1470.0,714.0,13.0,8.0,7.0,10.0,14.0,540.0,54.0,Matches,Austin FC
Jon Gallagher,IRL,DF,28,15.1,798.0,48.0,269.0,325.0,209.0,3.0,798.0,13.0,9.0,69.2,3.0,23.1,375.0,2455.0,1096.0,34.0,33.0,0.0,14.0,10.0,451.0,46.0,Matches,Austin FC
Diego Rubio,CHI,FW,31,14.0,459.0,6.0,52.0,231.0,179.0,34.0,459.0,19.0,9.0,47.4,8.0,42.1,258.0,940.0,345.0,10.0,9.0,2.0,31.0,21.0,349.0,57.0,Matches,Austin FC
Daniel Pereira,VEN,MF,23,13.6,777.0,26.0,213.0,406.0,170.0,16.0,777.0,41.0,21.0,51.2,17.0,41.5,457.0,2625.0,1128.0,20.0,20.0,6.0,23.0,10.0,541.0,30.0,Matches,Austin FC
Brendan Hines-Ike,USA,DF,29,13.5,907.0,119.0,502.0,377.0,31.0,7.0,907.0,2.0,1.0,50.0,0.0,0.0,529.0,2955.0,1398.0,9.0,5.0,1.0,4.0,0.0,691.0,2.0,Matches,Austin FC
Sebastián Driussi,ARG,MF,28,12.5,644.0,16.0,106.0,315.0,230.0,48.0,640.0,42.0,18.0,42.9,20.0,47.6,411.0,2011.0,905.0,24.0,13.0,5.0,20.0,21.0,512.0,54.0,Matches,Austin FC
Julio Cascante,CRC,DF,30,12.5,741.0,104.0,394.0,321.0,31.0,17.0,741.0,5.0,4.0,80.0,1.0,20.0,424.0,2167.0,1125.0,4.0,1.0,0.0,4.0,4.0,505.0,2.0,Matches,Austin FC
Guilherme Biro,BRA,DF,24,10.9,711.0,42.0,264.0,303.0,148.0,22.0,711.0,25.0,16.0,64.0,6.0,24.0,345.0,1885.0,961.0,21.0,10.0,2.0,10.0,6.0,432.0,33.0,Matches,Austin FC
Jhojan Valencia,COL,MF,27,8.8,495.0,36.0,172.0,287.0,38.0,3.0,495.0,11.0,8.0,72.7,3.0,27.3,209.0,788.0,300.0,2.0,6.0,0.0,10.0,5.0,326.0,1.0,Matches,Austin FC
Owen Wolff,USA,FW,19,10.1,502.0,16.0,69.0,178.0,259.0,21.0,502.0,20.0,6.0,30.0,13.0,65.0,268.0,1433.0,669.0,17.0,20.0,3.0,22.0,6.0,338.0,76.0,Matches,Austin FC
Emiliano Rigoni,ARG,FW,31,7.8,305.0,16.0,51.0,86.0,168.0,19.0,305.0,19.0,6.0,31.6,11.0,57.9,165.0,1167.0,594.0,20.0,14.0,5.0,12.0,2.0,187.0,54.0,Matches,Austin FC
Matt Hedges,USA,DF,34,6.1,324.0,58.0,222.0,92.0,10.0,6.0,324.0,0.0,0.0,,0.0,,134.0,471.0,248.0,0.0,2.0,0.0,0.0,0.0,204.0,2.0,Matches,Austin FC
Žan Kolmanič,SVN,DF,24,5.6,352.0,11.0,93.0,160.0,99.0,1.0,352.0,8.0,5.0,62.5,3.0,37.5,153.0,764.0,416.0,8.0,5.0,1.0,7.0,1.0,203.0,28.0,Matches,Austin FC
Ethan Finlay,USA,FW,33,5.0,141.0,9.0,28.0,42.0,71.0,9.0,141.0,4.0,1.0,25.0,2.0,50.0,66.0,433.0,180.0,7.0,4.0,2.0,11.0,7.0,87.0,36.0,Matches,Austin FC
Hector Jiménez,USA,DF,35,4.1,258.0,8.0,60.0,132.0,67.0,5.0,258.0,1.0,0.0,0.0,1.0,100.0,139.0,761.0,373.0,11.0,4.0,1.0,3.0,2.0,184.0,12.0,Matches,Austin FC
Leo Väisänen,FIN,DF,26,4.0,265.0,32.0,164.0,98.0,4.0,2.0,265.0,0.0,0.0,,0.0,,117.0,481.0,280.0,2.0,0.0,0.0,1.0,0.0,183.0,0.0,Matches,Austin FC
Gyasi Zardes,USA,FW,32,5.4,181.0,8.0,28.0,77.0,78.0,25.0,181.0,11.0,3.0,27.3,7.0,63.6,72.0,378.0,140.0,5.0,1.0,2.0,10.0,11.0,117.0,21.0,Matches,Austin FC
CJ Fodrey,USA,FW,20,1.5,55.0,1.0,7.0,21.0,28.0,6.0,55.0,5.0,3.0,60.0,2.0,40.0,26.0,168.0,77.0,4.0,2.0,1.0,6.0,2.0,33.0,14.0,Matches,Austin FC
Alonso Ramírez,MEX,MF,22,0.1,6.0,0.0,3.0,2.0,1.0,0.0,6.0,1.0,1.0,100.0,0.0,0.0,4.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,Matches,Austin FC
Artur,BRA,MF,28,16.9,1294.0,55.0,375.0,785.0,140.0,4.0,1294.0,17.0,11.0,64.7,5.0,29.4,751.0,3239.0,1207.0,5.0,17.0,1.0,15.0,4.0,941.0,16.0,Matches,Houston Dynamo
Aliyu Ibrahim,NGA,FW,22,16.0,619.0,16.0,74.0,225.0,322.0,72.0,619.0,74.0,30.0,40.5,43.0,58.1,390.0,2412.0,1178.0,51.0,20.0,21.0,32.0,17.0,439.0,170.0,Matches,Houston Dynamo
Adalberto Carrasquilla,PAN,FW,25,15.6,969.0,18.0,139.0,518.0,317.0,31.0,969.0,48.0,17.0,35.4,28.0,58.3,650.0,3374.0,1776.0,36.0,39.0,8.0,27.0,21.0,750.0,68.0,Matches,Houston Dynamo
Griffin Dorsey,USA,DF,25,14.0,815.0,43.0,188.0,318.0,313.0,46.0,815.0,24.0,8.0,33.3,11.0,45.8,446.0,2727.0,1580.0,60.0,38.0,15.0,22.0,7.0,534.0,125.0,Matches,Houston Dynamo
Sebastian Kowalczyk,POL,FW,25,13.8,584.0,5.0,59.0,330.0,198.0,34.0,584.0,21.0,9.0,42.9,11.0,52.4,353.0,1590.0,617.0,16.0,17.0,5.0,12.0,13.0,470.0,60.0,Matches,Houston Dynamo
Micael,BRA,DF,23,14.9,1185.0,242.0,817.0,345.0,26.0,11.0,1185.0,3.0,1.0,33.3,0.0,0.0,698.0,2929.0,1319.0,0.0,1.0,0.0,8.0,3.0,820.0,1.0,Matches,Houston Dynamo
Steve Clark,USA,GK,38,13.8,438.0,372.0,436.0,3.0,0.0,0.0,438.0,0.0,0.0,,0.0,,280.0,1515.0,920.0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,Matches,Houston Dynamo
Amine Bassi,FRA,MF,26,13.6,1008.0,3.0,73.0,522.0,419.0,39.0,1008.0,20.0,11.0,55.0,8.0,40.0,637.0,3261.0,1471.0,44.0,26.0,9.0,28.0,15.0,829.0,102.0,Matches,Houston Dynamo
Erik Sviatchenko,DEN,DF,32,10.2,674.0,88.0,316.0,303.0,57.0,33.0,674.0,5.0,4.0,80.0,1.0,20.0,389.0,1698.0,935.0,3.0,7.0,0.0,3.0,4.0,444.0,2.0,Matches,Houston Dynamo
Ethan Bartlow,USA,DF,24,8.3,588.0,91.0,350.0,221.0,17.0,6.0,588.0,7.0,5.0,71.4,2.0,28.6,352.0,1618.0,984.0,4.0,4.0,1.0,2.0,1.0,417.0,2.0,Matches,Houston Dynamo
Franco Escobar,ARG,DF,29,7.7,591.0,27.0,219.0,252.0,122.0,13.0,591.0,11.0,7.0,63.6,3.0,27.3,317.0,1454.0,734.0,12.0,5.0,1.0,10.0,6.0,379.0,26.0,Matches,Houston Dynamo
Daniel Steres,USA,DF,33,7.6,552.0,35.0,222.0,268.0,63.0,11.0,552.0,10.0,7.0,70.0,2.0,20.0,286.0,1258.0,595.0,9.0,5.0,0.0,6.0,0.0,356.0,11.0,Matches,Houston Dynamo
Héctor Herrera,MEX,MF,34,7.1,716.0,17.0,165.0,406.0,151.0,19.0,716.0,14.0,8.0,57.1,6.0,42.9,406.0,1968.0,791.0,9.0,11.0,2.0,12.0,7.0,551.0,22.0,Matches,Houston Dynamo
Latif Blessing,GHA,FW,27,5.2,203.0,5.0,43.0,92.0,69.0,18.0,203.0,8.0,1.0,12.5,6.0,75.0,125.0,747.0,369.0,12.0,6.0,4.0,7.0,9.0,141.0,26.0,Matches,Houston Dynamo
Tate Schmitt,USA,DF,27,4.4,372.0,18.0,121.0,172.0,81.0,10.0,372.0,3.0,0.0,0.0,3.0,100.0,219.0,1246.0,563.0,9.0,6.0,1.0,4.0,3.0,246.0,25.0,Matches,Houston Dynamo
Ján Greguš,SVK,MF,33,4.2,335.0,3.0,64.0,220.0,52.0,1.0,335.0,2.0,2.0,100.0,0.0,0.0,207.0,1002.0,400.0,3.0,9.0,0.0,5.0,4.0,266.0,3.0,Matches,Houston Dynamo
Andrew Tarbell,USA,GK,30,3.2,105.0,98.0,105.0,0.0,0.0,0.0,105.0,0.0,0.0,,0.0,,57.0,253.0,167.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,Matches,Houston Dynamo
Brooklyn Raines,USA,MF,19,2.3,134.0,6.0,29.0,85.0,21.0,0.0,134.0,3.0,2.0,66.7,1.0,33.3,76.0,363.0,215.0,4.0,4.0,0.0,3.0,0.0,108.0,2.0,Matches,Houston Dynamo
Gabe Segal,USA,FW,23,2.0,54.0,2.0,4.0,28.0,22.0,5.0,54.0,2.0,0.0,0.0,1.0,50.0,23.0,91.0,41.0,2.0,0.0,1.0,2.0,1.0,39.0,5.0,Matches,Houston Dynamo
Brad Smith,AUS,DF,30,3.1,160.0,7.0,35.0,55.0,70.0,8.0,160.0,4.0,0.0,0.0,3.0,75.0,91.0,439.0,179.0,6.0,3.0,1.0,4.0,0.0,107.0,31.0,Matches,Houston Dynamo
Sebastián Ferreira,PAR,FW,26,1.8,51.0,0.0,2.0,18.0,31.0,9.0,51.0,1.0,1.0,100.0,0.0,0.0,31.0,123.0,30.0,0.0,0.0,0.0,4.0,1.0,38.0,10.0,Matches,Houston Dynamo
McKinze Gaines,USA,MF,26,0.2,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,,0.0,,1.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Matches,Houston Dynamo
Jefferson Valverde,ECU,DF,25,0.1,10.0,0.0,1.0,9.0,0.0,0.0,10.0,0.0,0.0,,0.0,,4.0,14.0,7.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,Matches,Houston Dynamo
Andreas Maxsø,DEN,DF,30,18.0,957.0,129.0,489.0,444.0,26.0,15.0,957.0,1.0,0.0,0.0,0.0,0.0,526.0,2299.0,1071.0,5.0,0.0,0.0,3.0,0.0,613.0,3.0,Matches,Colorado Rapids
Zack Steffen,USA,GK,29,18.0,612.0,428.0,602.0,12.0,0.0,0.0,612.0,0.0,0.0,,0.0,,322.0,1869.0,1252.0,0.0,0.0,0.0,2.0,0.0,235.0,0.0,Matches,Colorado Rapids
Cole Bassett,USA,MF,22,18.0,1293.0,34.0,203.0,652.0,455.0,63.0,1293.0,25.0,14.0,56.0,8.0,32.0,849.0,4401.0,2314.0,49.0,48.0,12.0,27.0,21.0,955.0,79.0,Matches,Colorado Rapids
Djordje Mihailovic,USA,MF,25,16.6,845.0,8.0,72.0,332.0,455.0,41.0,844.0,32.0,17.0,53.1,12.0,37.5,488.0,2322.0,1014.0,25.0,30.0,10.0,40.0,14.0,567.0,97.0,Matches,Colorado Rapids
Rafael Navarro,BRA,FW,24,15.5,596.0,9.0,52.0,240.0,316.0,89.0,590.0,57.0,29.0,50.9,24.0,42.1,324.0,1524.0,627.0,29.0,14.0,15.0,47.0,29.0,407.0,98.0,Matches,Colorado Rapids
Keegan Rosenberry,USA,DF,30,15.7,1049.0,51.0,268.0,511.0,275.0,17.0,1049.0,6.0,0.0,0.0,5.0,83.3,537.0,2145.0,955.0,20.0,19.0,1.0,8.0,4.0,604.0,71.0,Matches,Colorado Rapids
Sam Vines,USA,DF,25,15.6,1036.0,49.0,251.0,475.0,317.0,19.0,1036.0,9.0,7.0,77.8,2.0,22.2,571.0,2875.0,1563.0,27.0,23.0,5.0,23.0,6.0,669.0,102.0,Matches,Colorado Rapids
Moïse Bombito,CAN,DF,24,15.2,924.0,95.0,379.0,501.0,52.0,21.0,924.0,6.0,3.0,50.0,3.0,50.0,538.0,2849.0,1594.0,10.0,3.0,1.0,11.0,3.0,559.0,8.0,Matches,Colorado Rapids
Oliver Larraz,USA,MF,22,13.5,759.0,17.0,152.0,441.0,175.0,11.0,759.0,27.0,13.0,48.1,13.0,48.1,430.0,2173.0,946.0,18.0,17.0,2.0,26.0,11.0,473.0,26.0,Matches,Colorado Rapids
Kevin Cabral,FRA,FW,24,10.0,359.0,15.0,57.0,128.0,176.0,48.0,359.0,26.0,10.0,38.5,15.0,57.7,207.0,1244.0,648.0,20.0,12.0,12.0,32.0,12.0,222.0,56.0,Matches,Colorado Rapids
Omir Fernandez,USA,FW,25,10.3,377.0,10.0,51.0,120.0,212.0,41.0,377.0,23.0,13.0,56.5,7.0,30.4,239.0,1315.0,694.0,26.0,14.0,11.0,29.0,13.0,255.0,86.0,Matches,Colorado Rapids
Calvin Harris, ENG,FW,24,8.8,347.0,5.0,31.0,109.0,211.0,36.0,347.0,27.0,12.0,44.4,12.0,44.4,243.0,1658.0,969.0,38.0,23.0,10.0,23.0,10.0,255.0,87.0,Matches,Colorado Rapids
Connor Ronan,IRL,MF,26,5.6,511.0,10.0,73.0,316.0,128.0,2.0,511.0,5.0,2.0,40.0,3.0,60.0,317.0,1427.0,663.0,9.0,13.0,0.0,9.0,4.0,372.0,11.0,Matches,Colorado Rapids
Darren Yapi,USA,FW,19,5.1,148.0,3.0,15.0,69.0,68.0,14.0,148.0,15.0,8.0,53.3,7.0,46.7,84.0,584.0,279.0,11.0,2.0,4.0,16.0,14.0,105.0,24.0,Matches,Colorado Rapids
Lalas Abubakar,GHA,DF,29,3.0,170.0,27.0,86.0,79.0,7.0,3.0,170.0,0.0,0.0,,0.0,,103.0,406.0,140.0,1.0,1.0,0.0,1.0,0.0,102.0,0.0,Matches,Colorado Rapids
Sebastian Anderson,USA,DF,21,2.5,122.0,8.0,38.0,59.0,26.0,1.0,122.0,6.0,3.0,50.0,3.0,50.0,48.0,145.0,67.0,2.0,0.0,0.0,0.0,1.0,61.0,5.0,Matches,Colorado Rapids
Jackson Travis,USA,DF,20,1.7,100.0,7.0,33.0,37.0,31.0,1.0,100.0,1.0,0.0,0.0,1.0,100.0,63.0,277.0,146.0,7.0,3.0,1.0,2.0,1.0,61.0,8.0,Matches,Colorado Rapids
Jasper Löffelsend,GER,MF,26,2.2,116.0,4.0,29.0,61.0,27.0,1.0,116.0,5.0,3.0,60.0,2.0,40.0,60.0,251.0,109.0,2.0,1.0,0.0,4.0,2.0,67.0,3.0,Matches,Colorado Rapids
Jonathan Lewis,USA,FW,27,1.6,98.0,2.0,4.0,19.0,75.0,13.0,98.0,7.0,1.0,14.3,6.0,85.7,65.0,344.0,136.0,6.0,1.0,6.0,3.0,1.0,76.0,44.0,Matches,Colorado Rapids
Kimani Stewart-Baynes,CAN,MF,19,0.7,36.0,0.0,2.0,12.0,23.0,6.0,36.0,6.0,2.0,33.3,4.0,66.7,24.0,154.0,82.0,4.0,2.0,2.0,2.0,0.0,24.0,10.0,Matches,Colorado Rapids
Lamine Diack,SEN,FW,23,0.2,18.0,0.0,9.0,10.0,1.0,0.0,18.0,3.0,1.0,33.3,1.0,33.3,7.0,47.0,28.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,Matches,Colorado Rapids
Michael Edwards,USA,DF,23,0.1,16.0,0.0,1.0,14.0,1.0,0.0,16.0,0.0,0.0,,0.0,,12.0,54.0,31.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0,Matches,Colorado Rapids
Wayne Frederick,TRI,MF,20,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,,0.0,,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Colorado Rapids
Juan David Mosquera,COL,DF,21,16.0,1006.0,40.0,243.0,465.0,307.0,35.0,1006.0,34.0,15.0,44.1,13.0,38.2,544.0,2648.0,1470.0,40.0,36.0,9.0,11.0,11.0,619.0,96.0,Matches,Portland Timbers
Kamal Miller,CAN,DF,27,15.0,1015.0,131.0,520.0,473.0,31.0,7.0,1015.0,13.0,8.0,61.5,3.0,23.1,609.0,2586.0,1387.0,7.0,6.0,0.0,7.0,3.0,706.0,2.0,Matches,Portland Timbers
Diego Chará,COL,MF,38,13.8,784.0,35.0,190.0,540.0,60.0,0.0,784.0,8.0,2.0,25.0,5.0,62.5,419.0,1581.0,653.0,5.0,1.0,0.0,8.0,1.0,503.0,8.0,Matches,Portland Timbers
Santiago Moreno,COL,FW,24,13.5,797.0,14.0,98.0,355.0,355.0,44.0,797.0,69.0,32.0,46.4,33.0,47.8,518.0,2987.0,1538.0,51.0,37.0,14.0,44.0,30.0,575.0,120.0,Matches,Portland Timbers
Antony,BRA,FW,22,12.9,558.0,10.0,85.0,243.0,246.0,48.0,558.0,65.0,24.0,36.9,33.0,50.8,358.0,2524.0,1091.0,45.0,29.0,18.0,33.0,19.0,380.0,116.0,Matches,Portland Timbers
Evander,BRA,MF,26,13.4,860.0,13.0,89.0,473.0,305.0,24.0,858.0,39.0,21.0,53.8,15.0,38.5,519.0,2580.0,1225.0,24.0,33.0,4.0,32.0,23.0,610.0,43.0,Matches,Portland Timbers
Jonathan Rodríguez,URU,FW,30,13.1,487.0,10.0,47.0,202.0,247.0,84.0,486.0,35.0,13.0,37.1,19.0,54.3,287.0,1690.0,738.0,36.0,16.0,18.0,34.0,14.0,342.0,97.0,Matches,Portland Timbers
Maxime Crépeau,CAN,GK,30,12.5,539.0,391.0,527.0,12.0,0.0,0.0,539.0,2.0,2.0,100.0,0.0,0.0,308.0,1453.0,934.0,0.0,0.0,0.0,1.0,0.0,275.0,0.0,Matches,Portland Timbers
Cristhian Paredes,PAR,MF,26,10.8,568.0,32.0,130.0,340.0,103.0,12.0,568.0,14.0,8.0,57.1,5.0,35.7,266.0,1170.0,485.0,8.0,10.0,0.0,20.0,6.0,364.0,14.0,Matches,Portland Timbers
Dario Župarić,BIH,DF,32,10.3,676.0,60.0,324.0,339.0,14.0,5.0,676.0,1.0,0.0,0.0,0.0,0.0,383.0,1976.0,1006.0,1.0,2.0,0.0,6.0,0.0,421.0,4.0,Matches,Portland Timbers
Felipe Mora,CHI,FW,30,8.8,233.0,7.0,12.0,121.0,100.0,39.0,232.0,6.0,3.0,50.0,3.0,50.0,128.0,512.0,117.0,3.0,4.0,2.0,20.0,7.0,176.0,42.0,Matches,Portland Timbers
Eric Miller,USA,DF,31,9.3,513.0,23.0,142.0,271.0,100.0,8.0,513.0,0.0,0.0,,0.0,,234.0,824.0,382.0,3.0,4.0,0.0,7.0,2.0,282.0,28.0,Matches,Portland Timbers
Miguel Araujo,PER,DF,29,7.8,451.0,58.0,222.0,227.0,4.0,3.0,451.0,1.0,1.0,100.0,0.0,0.0,227.0,1037.0,658.0,1.0,0.0,0.0,1.0,2.0,275.0,1.0,Matches,Portland Timbers
Dairon Asprilla,COL,FW,32,7.4,323.0,17.0,63.0,147.0,123.0,15.0,323.0,20.0,7.0,35.0,12.0,60.0,177.0,828.0,405.0,9.0,8.0,2.0,27.0,11.0,201.0,45.0,Matches,Portland Timbers
Zac McGraw,CAN,DF,27,6.6,501.0,89.0,293.0,200.0,9.0,6.0,501.0,3.0,1.0,33.3,1.0,33.3,239.0,1031.0,507.0,1.0,0.0,0.0,4.0,0.0,289.0,1.0,Matches,Portland Timbers
David Ayala,ARG,MF,21,6.2,373.0,32.0,107.0,226.0,43.0,1.0,373.0,8.0,6.0,75.0,2.0,25.0,202.0,1108.0,571.0,3.0,5.0,1.0,6.0,6.0,215.0,8.0,Matches,Portland Timbers
Eryk Williamson,USA,MF,27,6.2,328.0,5.0,39.0,191.0,100.0,12.0,328.0,13.0,5.0,38.5,6.0,46.2,192.0,1086.0,577.0,12.0,2.0,2.0,18.0,11.0,234.0,21.0,Matches,Portland Timbers
Claudio Bravo,ARG,DF,27,6.0,419.0,28.0,147.0,213.0,62.0,2.0,419.0,13.0,6.0,46.2,6.0,46.2,186.0,817.0,432.0,10.0,9.0,1.0,6.0,4.0,217.0,12.0,Matches,Portland Timbers
James Pantemis,CAN,GK,27,5.5,212.0,165.0,210.0,2.0,0.0,0.0,212.0,0.0,0.0,,0.0,,103.0,578.0,412.0,0.0,0.0,0.0,1.0,0.0,84.0,0.0,Matches,Portland Timbers
Nathan Fogaça,BRA,FW,25,1.8,62.0,1.0,3.0,28.0,34.0,13.0,62.0,5.0,0.0,0.0,3.0,60.0,43.0,306.0,120.0,7.0,3.0,2.0,10.0,6.0,56.0,16.0,Matches,Portland Timbers
Larrys Mabiala,COD,DF,36,0.5,47.0,4.0,24.0,22.0,1.0,1.0,47.0,0.0,0.0,,0.0,,27.0,140.0,42.0,0.0,0.0,0.0,1.0,1.0,33.0,0.0,Matches,Portland Timbers
Cristian Roldan,USA,MF,29,17.1,1095.0,30.0,178.0,549.0,376.0,54.0,1095.0,39.0,19.0,48.7,18.0,46.2,656.0,2817.0,1318.0,24.0,20.0,8.0,35.0,21.0,805.0,123.0,Matches,Seattle Sounders
Jackson Ragen,USA,DF,25,16.2,1147.0,143.0,583.0,525.0,40.0,19.0,1147.0,5.0,0.0,0.0,4.0,80.0,682.0,3393.0,1714.0,9.0,5.0,0.0,6.0,4.0,788.0,3.0,Matches,Seattle Sounders
Jordan Morris,USA,FW,29,16.1,502.0,17.0,49.0,171.0,290.0,82.0,502.0,20.0,12.0,60.0,5.0,25.0,299.0,2064.0,1100.0,45.0,23.0,21.0,18.0,12.0,391.0,128.0,Matches,Seattle Sounders
Alex Roldan,SLV,DF,27,13.4,1020.0,48.0,254.0,456.0,322.0,15.0,1020.0,25.0,11.0,44.0,12.0,48.0,569.0,2686.0,1275.0,30.0,19.0,3.0,20.0,15.0,673.0,77.0,Matches,Seattle Sounders
Obed Vargas,USA,MF,18,14.8,803.0,38.0,168.0,431.0,213.0,35.0,803.0,30.0,15.0,50.0,13.0,43.3,412.0,2129.0,994.0,19.0,16.0,10.0,20.0,18.0,532.0,54.0,Matches,Seattle Sounders
